storageUtilizationPct,orders,realizedUnits,staffedHours,effectiveHours,uphBuilding,areaUnitsSortation,ophBuilding,buildingEffectiveHours,areaUnitsAsrs,targetOphBuilding,shifts,forecastUnits,staffedHeadcount,keyAssumptionVariance,areaUnitsPutaway,storagePallets,bulkShare,areaUnitsShipping,areaUnitsPacking,systemDowntimeHrs,nonconShare,buildingRealizedUnits,areaUnitsPicking,unitsPerVendorCarton,singlesShare,areaUnitsReceiving,buildingOrders,uphDept,ophDept,weekStart,department,buildingId
1.50,1437,4349.57,688,687.88,4.86,434.96,1.73,5126.09,780.51,520,2,4459.28,43.00,0.15,433.51,1805.76,0.34,304.47,784.37,0.12,0.23,24922.18,1133.30,12.88,0.71,478.45,8884,6.32,2.09,2025-03-03T00:00:00.000Z,Beauty,ATL_DC
6.30,1596,4367.96,1104,1103.50,3.52,436.80,1.25,6540.33,812.00,520,3,3889.19,46.00,0.11,452.26,7558.87,0.47,305.76,770.77,0.50,0.15,23016.00,1109.90,11.12,0.65,480.48,8166,3.96,1.45,2025-03-03T00:00:00.000Z,Beauty,BOS_DC
11.12,1628,4328.51,816,813.46,4.12,432.85,1.38,6255.43,765.88,520,2,4253.54,51.00,0.19,424.90,13346.97,0.29,303.00,787.08,2.54,0.28,25793.70,1138.66,9.16,0.60,476.14,8632,5.32,2.00,2025-03-03T00:00:00.000Z,Beauty,CHI_DC
15.95,2181,4906.50,864,862.38,4.57,490.65,1.70,5571.10,872.04,520,2,4584.03,54.00,0.31,483.97,19141.85,0.30,343.45,889.85,1.62,0.19,25445.05,1286.82,10.84,0.52,539.71,9488,5.69,2.53,2025-03-03T00:00:00.000Z,Beauty,DAL_DC
20.64,1530,4564.94,928,925.09,4.97,456.49,1.68,5056.89,804.01,520,2,4169.05,58.00,0.19,445.89,24773.39,0.27,319.55,832.30,2.91,0.15,25141.23,1204.56,8.69,0.60,502.14,8485,4.93,1.65,2025-03-03T00:00:00.000Z,Beauty,LAX_DC
1.50,1909,5628.42,1200,1194.77,4.86,562.84,1.73,5126.09,1045.76,520,2,5724.30,75.00,0.33,582.43,1805.76,0.47,393.99,993.53,5.23,0.16,24922.18,1430.75,10.11,0.66,619.13,8884,4.71,1.60,2025-03-03T00:00:00.000Z,Footwear,ATL_DC
6.30,1620,4814.28,1536,1534.37,3.52,481.43,1.25,6540.33,890.74,520,3,5718.90,64.00,0.07,495.93,7558.87,0.45,337.00,852.07,1.63,0.10,23016.00,1227.54,9.67,0.55,529.57,8166,3.14,1.06,2025-03-03T00:00:00.000Z,Footwear,BOS_DC
11.12,2248,6472.69,960,957.22,4.12,647.27,1.38,6255.43,1217.06,520,2,6180.82,60.00,0.08,678.45,13346.97,0.51,453.09,1133.90,2.78,0.11,25793.70,1630.92,6.47,0.54,712.00,8632,6.76,2.35,2025-03-03T00:00:00.000Z,Footwear,CHI_DC
15.95,1687,5520.67,1120,1119.55,4.57,552.07,1.70,5571.10,1017.16,520,2,5594.59,70.00,0.11,566.13,19141.85,0.43,386.45,979.66,0.45,0.29,25445.05,1411.94,8.72,0.67,607.27,9488,4.93,1.51,2025-03-03T00:00:00.000Z,Footwear,DAL_DC
20.64,1786,5745.19,1056,1055.14,4.97,574.52,1.68,5056.89,1088.50,520,2,5582.54,66.00,0.12,607.14,24773.39,0.54,402.16,1001.52,0.86,0.13,25141.23,1439.39,9.02,0.48,631.97,8485,5.44,1.69,2025-03-03T00:00:00.000Z,Footwear,LAX_DC
1.50,2151,4521.05,1024,1023.01,4.86,452.11,1.73,5126.09,816.16,520,2,4556.19,64.00,0.23,453.53,1805.76,0.36,316.47,812.37,0.99,0.24,24922.18,1173.11,8.77,0.50,497.32,8884,4.42,2.10,2025-03-03T00:00:00.000Z,HomeGoods,ATL_DC
6.30,1787,4369.06,1632,1631.46,3.52,436.91,1.25,6540.33,766.67,520,3,4572.49,68.00,0.04,425.05,7558.87,0.26,305.83,798.29,0.54,0.16,23016.00,1155.72,6.16,0.72,480.60,8166,2.68,1.10,2025-03-03T00:00:00.000Z,HomeGoods,BOS_DC
11.12,1853,5130.20,1368,1366.58,4.12,513.02,1.38,6255.43,914.33,520,3,4698.62,57.00,0.14,507.56,13346.97,0.31,359.11,928.90,1.42,0.24,25793.70,1342.96,11.10,0.64,564.32,8632,3.75,1.36,2025-03-03T00:00:00.000Z,HomeGoods,CHI_DC
15.95,1661,4718.83,1368,1366.25,4.57,471.88,1.70,5571.10,851.79,520,3,4898.94,57.00,0.05,473.33,19141.85,0.36,330.32,847.95,1.75,0.15,25445.05,1224.49,10.68,0.65,519.07,9488,3.45,1.22,2025-03-03T00:00:00.000Z,HomeGoods,DAL_DC
20.64,1875,4859.91,944,943.78,4.97,485.99,1.68,5056.89,886.06,520,2,4874.18,59.00,0.10,492.75,24773.39,0.40,340.19,868.02,0.22,0.14,25141.23,1252.30,9.51,0.62,534.59,8485,5.15,1.99,2025-03-03T00:00:00.000Z,HomeGoods,LAX_DC
1.61,1114,3415.04,912,909.39,4.79,341.50,1.63,5096.48,604.14,520,3,3469.95,38.00,0.34,335.16,1935.75,0.29,239.05,621.05,2.61,0.19,24388.61,898.48,9.56,0.70,375.65,8307,3.76,1.23,2025-03-10T00:00:00.000Z,Accessories,ATL_DC
6.41,1656,3445.01,816,812.62,3.85,344.50,1.35,6310.41,618.98,520,2,3731.01,51.00,0.21,343.83,7686.38,0.34,241.15,620.77,3.38,0.15,24308.90,896.82,10.09,0.63,378.95,8541,4.24,2.04,2025-03-10T00:00:00.000Z,Accessories,BOS_DC
11.21,1564,3336.47,1176,1175.71,3.88,333.65,1.74,6255.72,574.55,520,3,3054.32,49.00,0.23,318.04,13456.09,0.19,233.55,616.17,0.29,0.23,24283.13,893.50,9.56,0.60,367.01,10860,2.84,1.33,2025-03-10T00:00:00.000Z,Accessories,CHI_DC
16.05,1581,3755.13,688,684.80,4.51,375.51,1.73,5097.62,655.97,520,2,3310.53,43.00,0.24,363.54,19256.69,0.24,262.86,687.89,3.20,0.20,23002.61,996.28,10.40,0.56,413.06,8824,5.48,2.31,2025-03-10T00:00:00.000Z,Accessories,DAL_DC
20.74,1283,3689.81,640,638.77,4.15,368.98,1.72,5773.52,640.84,520,2,3469.70,40.00,0.29,354.98,24887.02,0.22,258.29,678.16,1.23,0.12,23946.18,982.68,11.01,0.70,405.88,9941,5.78,2.01,2025-03-10T00:00:00.000Z,Accessories,LAX_DC
1.61,2200,6914.23,1392,1390.37,4.79,691.42,1.63,5096.48,1328.41,520,2,6779.43,87.00,0.09,741.73,1935.75,0.59,484.00,1194.25,1.63,0.13,24388.61,1713.85,10.82,0.62,760.57,8307,4.97,1.58,2025-03-10T00:00:00.000Z,Apparel,ATL_DC
6.41,1976,6364.15,1488,1486.94,3.85,636.41,1.35,6310.41,1213.74,520,2,7286.69,93.00,0.14,677.33,7686.38,0.56,445.49,1104.63,1.06,0.29,24308.90,1586.48,9.96,0.55,700.06,8541,4.28,1.33,2025-03-10T00:00:00.000Z,Apparel,BOS_DC
11.21,2682,5503.14,1552,1550.07,3.88,550.31,1.74,6255.72,1061.49,520,2,6240.57,97.00,0.12,592.87,13456.09,0.61,385.22,948.01,1.93,0.13,24283.13,1359.90,9.38,0.71,605.35,10860,3.55,1.73,2025-03-10T00:00:00.000Z,Apparel,CHI_DC
16.05,1765,5483.13,1344,1343.03,4.51,548.31,1.73,5097.62,1068.83,520,2,6563.13,84.00,0.18,597.43,19256.69,0.65,383.82,937.85,0.97,0.20,23002.61,1343.75,9.93,0.55,603.14,8824,4.08,1.31,2025-03-10T00:00:00.000Z,Apparel,DAL_DC
20.74,2369,6258.21,1360,1355.92,4.15,625.82,1.72,5773.52,1203.43,520,2,6844.45,85.00,0.02,671.99,24887.02,0.60,438.07,1080.31,4.08,0.25,23946.18,1550.18,9.44,0.64,688.40,9941,4.62,1.75,2025-03-10T00:00:00.000Z,Apparel,LAX_DC
1.61,1518,3835.18,800,799.29,4.79,383.52,1.63,5096.48,701.43,520,2,3902.95,50.00,0.35,390.18,1935.75,0.41,268.46,683.67,0.71,0.21,24388.61,986.05,11.26,0.57,421.87,8307,4.80,1.90,2025-03-10T00:00:00.000Z,Beauty,ATL_DC
6.41,1356,4068.50,1512,1509.20,3.85,406.85,1.35,6310.41,717.63,520,3,4035.89,63.00,0.31,398.03,7686.38,0.28,284.79,741.15,2.80,0.11,24308.90,1072.51,11.22,0.50,447.53,8541,2.70,0.90,2025-03-10T00:00:00.000Z,Beauty,BOS_DC
11.21,2337,4808.56,800,798.10,3.88,480.86,1.74,6255.72,836.83,520,2,4146.76,50.00,0.24,463.63,13456.09,0.23,336.60,882.77,1.90,0.20,24283.13,1278.94,8.83,0.51,528.94,10860,6.03,2.93,2025-03-10T00:00:00.000Z,Beauty,CHI_DC
16.05,1726,4192.65,896,895.51,4.51,419.26,1.73,5097.62,708.49,520,2,3839.78,56.00,0.18,391.55,19256.69,0.13,293.49,782.39,0.49,0.13,23002.61,1136.28,11.92,0.53,461.19,8824,4.68,1.93,2025-03-10T00:00:00.000Z,Beauty,DAL_DC
20.74,1542,3589.07,880,879.53,4.15,358.91,1.72,5773.52,641.73,520,2,4192.99,55.00,0.20,356.32,24887.02,0.33,251.23,648.61,0.47,0.10,23946.18,937.46,11.64,0.61,394.80,9941,4.08,1.75,2025-03-10T00:00:00.000Z,Beauty,LAX_DC
1.61,1833,5018.08,976,974.03,4.79,501.81,1.63,5096.48,921.63,520,2,5238.78,61.00,0.01,512.83,1935.75,0.42,351.27,892.23,1.97,0.09,24388.61,1286.33,4.67,0.58,551.99,8307,5.15,1.88,2025-03-10T00:00:00.000Z,Footwear,ATL_DC
6.41,1777,5259.50,1184,1182.12,3.85,525.95,1.35,6310.41,991.15,520,2,5426.17,74.00,0.18,552.62,7686.38,0.52,368.16,920.04,1.88,0.22,24308.90,1323.02,12.04,0.69,578.54,8541,4.45,1.50,2025-03-10T00:00:00.000Z,Footwear,BOS_DC
11.21,2373,5245.37,1056,1054.52,3.88,524.54,1.74,6255.72,981.64,520,2,5353.76,66.00,0.37,547.02,13456.09,0.49,367.18,921.68,1.48,0.17,24283.13,1326.32,11.71,0.68,576.99,10860,4.97,2.25,2025-03-10T00:00:00.000Z,Footwear,CHI_DC
16.05,1777,4843.10,1200,1199.14,4.51,484.31,1.73,5097.62,905.17,520,2,5476.63,75.00,0.10,504.36,19256.69,0.49,339.02,851.71,0.86,0.26,23002.61,1225.79,10.26,0.62,532.74,8824,4.04,1.48,2025-03-10T00:00:00.000Z,Footwear,DAL_DC
20.74,2636,5829.75,1848,1845.97,4.15,582.97,1.72,5773.52,1069.04,520,3,5618.28,77.00,0.06,594.78,24887.02,0.42,408.08,1037.55,2.03,0.13,23946.18,1496.05,11.06,0.58,641.27,9941,3.16,1.43,2025-03-10T00:00:00.000Z,Footwear,LAX_DC
1.61,1642,5206.08,1024,1023.40,4.79,520.61,1.63,5096.48,936.35,520,2,5030.00,64.00,0.39,520.16,1935.75,0.35,364.43,937.54,0.60,0.30,24388.61,1354.32,11.15,0.62,572.67,8307,5.09,1.60,2025-03-10T00:00:00.000Z,HomeGoods,ATL_DC
6.41,1776,5171.74,1320,1319.53,3.85,517.17,1.35,6310.41,935.29,520,3,4960.49,55.00,0.18,519.80,7686.38,0.37,362.02,928.29,0.47,0.20,24308.90,1340.28,11.01,0.68,568.89,8541,3.92,1.35,2025-03-10T00:00:00.000Z,HomeGoods,BOS_DC
11.21,1904,5389.59,1680,1677.32,3.88,538.96,1.74,6255.72,981.96,520,3,5017.02,70.00,0.33,546.06,13456.09,0.39,377.27,963.02,2.68,0.29,24283.13,1389.46,9.53,0.40,592.85,10860,3.21,1.14,2025-03-10T00:00:00.000Z,HomeGoods,CHI_DC
16.05,1975,4728.60,976,975.14,4.51,472.86,1.73,5097.62,824.88,520,2,4899.50,61.00,0.09,457.10,19256.69,0.24,331.00,866.91,0.86,0.22,23002.61,1255.71,9.30,0.57,520.15,8824,4.85,2.03,2025-03-10T00:00:00.000Z,HomeGoods,DAL_DC
20.74,2111,4579.34,1056,1053.33,4.15,457.93,1.72,5773.52,812.90,520,2,4627.27,66.00,0.23,451.11,24887.02,0.30,320.55,831.11,2.67,0.19,23946.18,1202.01,10.46,0.66,503.73,9941,4.35,2.00,2025-03-10T00:00:00.000Z,HomeGoods,LAX_DC
1.71,1397,3335.63,984,981.06,3.82,333.56,1.60,6536.92,576.65,520,3,3315.07,41.00,0.03,319.30,2053.65,0.21,233.49,614.67,2.94,0.18,24981.74,891.03,10.17,0.66,366.92,10453,3.40,1.42,2025-03-17T00:00:00.000Z,Accessories,ATL_DC
6.50,983,2893.86,864,860.91,3.88,289.39,1.33,5537.16,512.05,520,3,3052.75,36.00,0.16,284.08,7800.35,0.29,202.57,526.20,3.09,0.25,21473.74,761.25,7.30,0.77,318.33,7375,3.36,1.14,2025-03-17T00:00:00.000Z,Accessories,BOS_DC
11.31,963,2762.91,576,575.76,4.20,276.29,1.48,5130.61,488.65,520,2,3103.23,36.00,0.14,271.08,13568.66,0.29,193.40,502.53,0.24,0.17,21535.58,727.03,10.23,0.61,303.92,7616,4.80,1.67,2025-03-17T00:00:00.000Z,Accessories,CHI_DC
16.15,1135,2789.77,1200,1197.64,3.34,278.98,1.21,6840.79,498.36,520,3,3014.40,50.00,0.10,276.70,19374.43,0.32,195.28,504.44,2.36,0.16,22821.87,729.15,9.59,0.70,306.88,8270,2.33,0.95,2025-03-17T00:00:00.000Z,Accessories,DAL_DC
20.82,1537,3080.17,720,719.97,3.98,308.02,1.71,5541.55,528.50,520,2,3171.85,45.00,0.25,292.46,24988.87,0.18,215.61,569.99,0.03,0.19,22037.41,826.78,10.37,0.67,338.82,9496,4.28,2.13,2025-03-17T00:00:00.000Z,Accessories,LAX_DC
1.71,3321,6943.73,1360,1359.44,3.82,694.37,1.60,6536.92,1308.28,520,2,7277.53,85.00,0.23,729.42,2053.65,0.52,486.06,1214.82,0.56,0.18,24981.74,1746.96,13.80,0.79,763.81,10453,5.11,2.44,2025-03-17T00:00:00.000Z,Apparel,ATL_DC
6.50,2207,5562.36,1168,1165.74,3.88,556.24,1.33,5537.16,1051.22,520,2,6319.81,73.00,0.14,586.23,7800.35,0.53,389.37,971.23,2.26,0.17,21473.74,1396.22,11.29,0.63,611.86,7375,4.77,1.89,2025-03-17T00:00:00.000Z,Apparel,BOS_DC
11.31,1784,5775.04,1392,1391.83,4.20,577.50,1.48,5130.61,1110.59,520,2,6669.26,87.00,0.22,620.15,13568.66,0.60,404.25,996.86,0.17,0.23,21535.58,1430.43,12.31,0.65,635.25,7616,4.15,1.28,2025-03-17T00:00:00.000Z,Apparel,CHI_DC
16.15,2137,6141.11,2160,2158.90,3.34,614.11,1.21,6840.79,1171.42,520,3,6175.41,90.00,0.27,653.72,19374.43,0.57,429.88,1065.79,1.10,0.22,22821.87,1530.67,8.31,0.59,675.52,8270,2.84,0.99,2025-03-17T00:00:00.000Z,Apparel,DAL_DC
20.82,2529,5630.78,1520,1519.63,3.98,563.08,1.71,5541.55,1106.19,520,2,6225.18,95.00,0.34,618.67,24988.87,0.68,394.15,957.95,0.37,0.22,22037.41,1371.36,10.82,0.61,619.39,9496,3.71,1.66,2025-03-17T00:00:00.000Z,Apparel,LAX_DC
1.71,1810,4108.69,816,812.94,3.82,410.87,1.60,6536.92,727.36,520,2,4115.91,51.00,0.04,403.55,2053.65,0.29,287.61,746.89,3.06,0.23,24981.74,1080.46,10.52,0.44,451.96,10453,5.05,2.23,2025-03-17T00:00:00.000Z,Beauty,ATL_DC
6.50,1085,3704.71,1200,1193.26,3.88,370.47,1.33,5537.16,663.05,520,3,3796.32,50.00,0.29,368.19,7800.35,0.33,259.33,669.13,6.74,0.15,21473.74,967.02,10.77,0.65,407.52,7375,3.10,0.91,2025-03-17T00:00:00.000Z,Beauty,BOS_DC
11.31,1830,4354.60,800,799.86,4.20,435.46,1.48,5130.61,756.42,520,2,4081.00,50.00,0.42,419.02,13568.66,0.22,304.82,800.27,0.14,0.18,21535.58,1159.60,10.44,0.76,479.01,7616,5.44,2.29,2025-03-17T00:00:00.000Z,Beauty,CHI_DC
16.15,1570,3998.02,1296,1295.39,3.34,399.80,1.21,6840.79,695.03,520,3,4031.51,54.00,0.19,385.03,19374.43,0.23,279.86,734.41,0.61,0.21,22821.87,1064.10,9.71,0.57,439.78,8270,3.09,1.21,2025-03-17T00:00:00.000Z,Beauty,DAL_DC
20.82,2070,4321.68,960,959.09,3.98,432.17,1.71,5541.55,775.63,520,3,3915.12,40.00,0.01,430.80,24988.87,0.34,302.52,779.27,0.91,0.31,22037.41,1125.91,11.54,0.58,475.39,9496,4.51,2.16,2025-03-17T00:00:00.000Z,Beauty,LAX_DC
1.71,2377,5467.64,1656,1655.75,3.82,546.76,1.60,6536.92,1026.81,520,3,5531.79,69.00,0.01,572.35,2053.65,0.51,382.73,958.59,0.25,0.22,24981.74,1378.95,8.02,0.47,601.44,10453,3.30,1.44,2025-03-17T00:00:00.000Z,Footwear,ATL_DC
6.50,1936,5540.79,1232,1230.07,3.88,554.08,1.33,5537.16,1052.23,520,2,5669.36,77.00,0.18,587.01,7800.35,0.55,387.86,964.41,1.93,0.20,21473.74,1385.72,7.97,0.54,609.49,7375,4.50,1.57,2025-03-17T00:00:00.000Z,Footwear,BOS_DC
11.31,1783,4773.22,1328,1325.91,4.20,477.32,1.48,5130.61,890.00,520,2,5555.55,83.00,0.16,495.81,13568.66,0.48,334.13,840.69,2.09,0.26,21535.58,1210.22,11.47,0.50,525.05,7616,3.60,1.34,2025-03-17T00:00:00.000Z,Footwear,CHI_DC
16.15,1699,5328.85,1088,1085.98,3.34,532.89,1.21,6840.79,964.67,520,2,5817.52,68.00,0.14,536.17,19374.43,0.37,373.02,955.91,2.02,0.16,22821.87,1380.03,9.15,0.46,586.17,8270,4.91,1.56,2025-03-17T00:00:00.000Z,Footwear,DAL_DC
20.82,1823,4677.11,1168,1167.60,3.98,467.71,1.71,5541.55,860.90,520,2,5208.93,73.00,0.22,479.12,24988.87,0.43,327.40,830.47,0.40,0.17,22037.41,1197.03,11.48,0.75,514.48,9496,4.01,1.56,2025-03-17T00:00:00.000Z,Footwear,LAX_DC
1.71,1548,5126.05,1728,1727.73,3.82,512.61,1.60,6536.92,913.88,520,3,5270.34,72.00,0.23,507.32,2053.65,0.32,358.82,927.97,0.27,0.25,24981.74,1341.58,8.62,0.73,563.87,10453,2.97,0.90,2025-03-17T00:00:00.000Z,HomeGoods,ATL_DC
6.50,1164,3772.02,1088,1087.18,3.88,377.20,1.33,5537.16,687.88,520,2,4673.82,68.00,0.07,382.55,7800.35,0.40,264.04,673.61,0.82,0.16,21473.74,971.81,2.00,0.54,414.92,7375,3.47,1.07,2025-03-17T00:00:00.000Z,HomeGoods,BOS_DC
11.31,1256,3869.81,1040,1037.25,4.20,386.98,1.48,5130.61,687.61,520,2,4579.70,65.00,0.16,381.61,13568.66,0.30,270.89,701.94,2.75,0.22,21535.58,1015.11,11.23,0.78,425.68,7616,3.73,1.21,2025-03-17T00:00:00.000Z,HomeGoods,CHI_DC
16.15,1729,4564.12,1104,1102.88,3.34,456.41,1.21,6840.79,822.63,520,2,4901.72,69.00,0.16,457.07,19374.43,0.35,319.49,820.89,1.12,0.14,22821.87,1185.58,11.67,0.60,502.05,8270,4.14,1.57,2025-03-17T00:00:00.000Z,HomeGoods,DAL_DC
20.82,1537,4327.67,1176,1175.26,3.98,432.77,1.71,5541.55,785.33,520,3,4607.94,49.00,0.42,436.58,24988.87,0.38,302.94,775.17,0.74,0.15,22037.41,1118.84,11.19,0.61,476.04,9496,3.68,1.31,2025-03-17T00:00:00.000Z,HomeGoods,LAX_DC
1.81,1545,3337.04,840,838.68,3.82,333.70,1.42,6107.19,587.27,520,3,3049.36,35.00,0.22,325.67,2172.03,0.27,233.59,608.70,1.32,0.20,23302.59,881.02,11.24,0.73,367.07,8678,3.98,1.84,2025-03-24T00:00:00.000Z,Accessories,ATL_DC
6.60,1189,3339.12,672,670.51,4.30,333.91,1.61,5592.06,585.65,520,2,3366.27,42.00,0.23,324.68,7922.03,0.26,233.74,610.28,1.49,0.10,24037.24,883.56,11.14,0.58,367.30,9007,4.98,1.77,2025-03-24T00:00:00.000Z,Accessories,BOS_DC
11.39,882,2764.22,640,639.50,4.27,276.42,1.66,4937.26,488.28,520,2,2895.63,40.00,0.41,270.86,13673.18,0.28,193.50,503.13,0.50,0.11,21098.33,727.97,9.74,0.56,304.06,8198,4.32,1.38,2025-03-24T00:00:00.000Z,Accessories,CHI_DC
16.24,1030,2786.85,864,863.24,4.44,278.69,1.65,5129.01,495.95,520,3,2821.09,36.00,0.12,275.27,19490.01,0.31,195.08,505.05,0.76,0.14,22761.74,730.27,9.65,0.50,306.55,8483,3.23,1.19,2025-03-24T00:00:00.000Z,Accessories,DAL_DC
20.92,927,2906.84,1032,1031.24,4.09,290.68,1.59,5442.86,534.11,520,3,3300.82,43.00,0.17,297.21,25098.79,0.42,203.48,516.70,0.76,0.17,22235.62,744.90,10.53,0.57,319.75,8670,2.82,0.90,2025-03-24T00:00:00.000Z,Accessories,LAX_DC
1.81,1875,5487.50,1944,1943.05,3.82,548.75,1.42,6107.19,1036.88,520,3,6299.95,81.00,0.17,578.23,2172.03,0.53,384.13,958.28,0.95,0.22,23302.59,1377.63,12.67,0.72,603.63,8678,2.82,0.96,2025-03-24T00:00:00.000Z,Apparel,ATL_DC
6.60,2155,6336.09,1312,1309.97,4.30,633.61,1.61,5592.06,1216.21,520,2,6542.33,82.00,0.06,679.03,7922.03,0.59,443.53,1095.07,2.03,0.09,24037.24,1571.68,16.69,0.57,696.97,9007,4.84,1.65,2025-03-24T00:00:00.000Z,Apparel,BOS_DC
11.39,1912,5310.87,1328,1326.59,4.27,531.09,1.66,4937.26,1030.00,520,2,6288.38,83.00,0.39,575.51,13673.18,0.63,371.76,911.53,1.41,0.13,21098.33,1306.78,9.05,0.70,584.20,8198,4.00,1.44,2025-03-24T00:00:00.000Z,Apparel,CHI_DC
16.24,2228,6489.94,1264,1261.68,4.44,648.99,1.65,5129.01,1228.36,520,2,6013.23,79.00,0.11,685.10,19490.01,0.54,454.30,1132.08,2.32,0.09,22761.74,1627.21,7.71,0.58,713.89,8483,5.14,1.77,2025-03-24T00:00:00.000Z,Apparel,DAL_DC
20.92,2767,5995.11,1296,1295.52,4.09,599.51,1.59,5442.86,1157.38,520,2,6223.24,81.00,0.11,646.47,25098.79,0.61,419.66,1032.16,0.48,0.12,22235.62,1480.47,11.66,0.61,659.46,8670,4.63,2.14,2025-03-24T00:00:00.000Z,Apparel,LAX_DC
1.81,1792,4060.85,1224,1219.19,3.82,406.09,1.42,6107.19,723.25,520,3,4192.83,51.00,0.26,401.46,2172.03,0.31,284.26,735.57,4.81,0.23,23302.59,1063.52,12.61,0.71,446.69,8678,3.33,1.47,2025-03-24T00:00:00.000Z,Beauty,ATL_DC
6.60,2028,4155.17,880,878.42,4.30,415.52,1.61,5592.06,755.75,520,2,4014.58,55.00,0.28,420.21,7922.03,0.39,290.86,743.24,1.58,0.23,24037.24,1072.52,10.00,0.65,457.07,9007,4.73,2.31,2025-03-24T00:00:00.000Z,Beauty,BOS_DC
11.39,1379,3633.56,864,860.77,4.27,363.36,1.66,4937.26,636.92,520,2,3627.46,54.00,0.05,353.08,13673.18,0.26,254.35,664.32,3.23,0.22,21098.33,961.85,8.67,0.69,399.69,8198,4.22,1.60,2025-03-24T00:00:00.000Z,Beauty,CHI_DC
16.24,1086,3580.33,848,846.61,4.44,358.03,1.65,5129.01,627.49,520,2,3792.86,53.00,0.33,347.85,19490.01,0.26,250.62,654.64,1.39,0.17,22761.74,947.86,10.49,0.65,393.84,8483,4.23,1.28,2025-03-24T00:00:00.000Z,Beauty,DAL_DC
20.92,1738,3942.39,944,941.35,4.09,394.24,1.59,5442.86,691.95,520,2,3716.77,59.00,0.36,383.63,25098.79,0.26,275.97,720.24,2.65,0.17,22235.62,1042.70,11.21,0.61,433.66,8670,4.19,1.85,2025-03-24T00:00:00.000Z,Beauty,LAX_DC
1.81,1804,5958.50,1104,1103.10,3.82,595.85,1.42,6107.19,1115.33,520,2,5563.95,69.00,0.19,621.53,2172.03,0.49,417.09,1046.85,0.90,0.18,23302.59,1506.41,9.82,0.68,655.43,8678,5.40,1.64,2025-03-24T00:00:00.000Z,Footwear,ATL_DC
6.60,1676,5322.25,1776,1774.85,4.30,532.23,1.61,5592.06,1016.37,520,3,5668.10,74.00,0.22,567.25,7922.03,0.57,372.56,922.98,1.15,0.26,24037.24,1325.42,10.17,0.66,585.45,9007,3.00,0.94,2025-03-24T00:00:00.000Z,Footwear,BOS_DC
11.39,2212,4906.97,1200,1199.13,4.27,490.70,1.66,4937.26,907.13,520,2,5326.92,75.00,0.19,505.02,13673.18,0.45,343.49,868.93,0.87,0.21,21098.33,1251.93,12.94,0.63,539.77,8198,4.09,1.84,2025-03-24T00:00:00.000Z,Footwear,CHI_DC
16.24,2446,5448.94,1152,1151.37,4.44,544.89,1.65,5129.01,1037.46,520,2,5204.12,72.00,0.19,578.88,19490.01,0.56,381.43,946.82,0.63,0.19,22761.74,1360.08,9.38,0.41,599.38,8483,4.73,2.12,2025-03-24T00:00:00.000Z,Footwear,DAL_DC
20.92,1881,5047.62,1248,1247.05,4.09,504.76,1.59,5442.86,934.33,520,2,5068.72,78.00,0.19,520.22,25098.79,0.45,353.33,893.12,0.95,0.14,22235.62,1286.62,6.90,0.58,555.24,8670,4.05,1.51,2025-03-24T00:00:00.000Z,Footwear,LAX_DC
1.81,1662,4458.70,1008,1003.17,3.82,445.87,1.42,6107.19,800.70,520,2,4270.20,63.00,0.10,444.75,2172.03,0.34,312.11,803.69,4.83,0.13,23302.59,1161.13,10.61,0.67,490.46,8678,4.44,1.66,2025-03-24T00:00:00.000Z,HomeGoods,ATL_DC
6.60,1959,4884.61,960,958.31,4.30,488.46,1.61,5592.06,871.64,520,2,5031.72,60.00,0.34,483.91,7922.03,0.32,341.92,883.78,1.69,0.09,24037.24,1277.59,6.74,0.54,537.31,9007,5.10,2.04,2025-03-24T00:00:00.000Z,HomeGoods,BOS_DC
11.39,1813,4482.71,912,911.27,4.27,448.27,1.66,4937.26,799.79,520,2,4555.42,57.00,0.18,444.01,13673.18,0.32,313.79,811.15,0.73,0.25,21098.33,1172.60,10.87,0.36,493.10,8198,4.92,1.99,2025-03-24T00:00:00.000Z,HomeGoods,CHI_DC
16.24,1693,4455.68,1008,1006.11,4.44,445.57,1.65,5129.01,807.12,520,2,4560.42,63.00,0.23,448.63,19490.01,0.37,311.90,798.96,1.89,0.20,22761.74,1153.38,4.21,0.50,490.13,8483,4.43,1.68,2025-03-24T00:00:00.000Z,HomeGoods,DAL_DC
20.92,1357,4343.66,928,927.70,4.09,434.37,1.59,5442.86,779.66,520,2,4809.18,58.00,0.12,433.05,25098.79,0.34,304.06,783.18,0.30,0.18,22235.62,1131.55,11.17,0.67,477.80,8670,4.68,1.46,2025-03-24T00:00:00.000Z,HomeGoods,LAX_DC
1.91,1061,2980.34,608,604.47,3.85,298.03,1.32,5742.87,528.47,520,2,2843.94,38.00,0.06,293.24,2289.43,0.30,208.62,541.26,3.53,0.13,22118.49,782.88,11.21,0.60,327.84,7596,4.93,1.76,2025-03-31T00:00:00.000Z,Accessories,ATL_DC
6.69,1022,3090.75,960,957.70,3.63,309.08,1.33,5880.90,541.22,520,3,3116.69,40.00,0.01,300.00,8031.63,0.25,216.35,565.41,2.30,0.14,21374.36,818.71,11.23,0.58,339.98,7831,3.23,1.07,2025-03-31T00:00:00.000Z,Accessories,BOS_DC
